From,To,Datetime,Duration(seconds),Cell Tower
33,61,20060601 2151,842,29
199,13,20060601 2152,414,16
205,160,20060601 2154,785,28
385,90,20060601 2155,1207,19
47,167,20060601 2156,995,13
297,15,20060601 2156,1329,22
107,5,20060601 2157,847,19
68,2,20060601 2158,992,16
147,26,20060601 2202,727,28
21,138,20060601 2204,1054,9
93,50,20060601 2206,958,29
79,10,20060601 2207,823,11
252,54,20060601 2207,1301,11
28,227,20060601 2209,1298,22
342,1,20060601 2209,1031,13
159,66,20060601 2211,1114,9
175,308,20060601 2211,727,30
149,144,20060601 2215,1388,15
6,7,20060601 2216,1144,21
215,19,20060601 2219,947,29
43,4,20060601 2220,1374,15
187,51,20060601 2220,1309,30
286,92,20060601 2221,832,15
57,61,20060601 2223,645,15
127,43,20060601 2223,1113,3
99,1,20060601 2224,1483,13
7,98,20060601 2225,1345,16
35,1,20060601 2228,545,22
296,217,20060601 2228,1117,11
81,142,20060601 2229,1350,7
323,202,20060601 2229,1103,29
28,23,20060601 2236,1506,22
120,346,20060601 2238,1634,15
177,70,20060601 2238,863,21
245,1,20060601 2239,1194,22
220,5,20060601 2242,1505,6
32,0,20060601 2243,1895,13
307,51,20060601 2243,1243,7
326,90,20060601 2243,937,7
341,357,20060601 2243,1327,21
164,55,20060601 2244,1075,11
152,329,20060601 2245,983,15
175,0,20060601 2245,1259,30
209,13,20060601 2245,1449,12
217,192,20060601 2246,1254,4
209,71,20060601 2248,1191,29
220,186,20060601 2249,908,6
358,30,20060601 2249,792,30
233,42,20060601 2250,1098,15
82,71,20060601 2254,1301,13
118,359,20060601 2254,1283,6
294,87,20060601 2259,1070,22
285,77,20060601 2300,873,30
87,35,20060601 2303,1179,15
375,333,20060601 2303,584,15
236,167,20060601 2304,823,1
373,61,20060601 2305,1322,11
333,109,20060601 2306,1073,4
39,14,20060601 2308,888,9
137,281,20060601 2308,1282,11
196,118,20060601 2308,687,11
327,112,20060601 2308,1619,13
186,58,20060601 2313,759,19
260,24,20060601 2317,1171,16
355,0,20060601 2317,1163,15
70,5,20060601 2318,1257,22
137,5,20060601 2318,909,15
228,92,20060601 2318,649,13
116,16,20060601 2319,686,11
39,14,20060601 2323,1078,9
251,9,20060601 2326,1517,13
257,27,20060601 2328,801,11
299,52,20060601 2331,1310,16
64,32,20060601 2333,1289,16
282,13,20060601 2333,968,14
293,37,20060601 2334,1014,22
77,285,20060601 2335,554,15
143,117,20060601 2335,1352,12
108,7,20060601 2336,952,9
20,132,20060601 2340,935,30
59,18,20060601 2340,992,15
386,179,20060601 2346,1148,11
308,175,20060601 2347,1119,16
118,55,20060601 2348,1575,6
49,210,20060601 2349,1525,13
224,34,20060601 2349,1820,25
396,31,20060601 2349,1003,3
16,8,20060601 2350,1440,11
314,5,20060601 2352,1261,27
248,0,20060601 2355,1445,16
387,69,20060601 2355,759,19
395,175,20060601 2358,546,11
394,13,20060601 2359,825,11
366,5,20060602 0001,919,7
188,70,20060602 0007,1244,29
145,1,20060602 0012,930,29
63,15,20060602 0014,1397,11
373,41,20060602 0014,1180,29
132,112,20060602 0027,830,22
390,2,20060602 0028,910,22
37,293,20060602 0034,963,17
388,19,20060602 0046,1310,11
226,390,20060602 0050,537,30
278,1,20060602 0051,1110,23
84,33,20060602 0057,998,11
150,67,20060602 0107,1146,29
394,13,20060602 0107,782,10
308,198,20060602 0109,802,29
328,3,20060602 0110,1002,30
335,14,20060602 0114,1001,10
302,109,20060602 0132,1206,11
151,20,20060602 0137,594,6
1,56,20060602 0139,1310,29
329,295,20060602 0145,885,28
149,138,20060602 0155,1650,21
220,5,20060602 0203,1004,24
317,379,20060602 0210,1574,30
137,281,20060602 0212,760,11
209,238,20060602 0219,1108,28
379,317,20060602 0238,1748,24
365,91,20060602 0243,1724,21
116,1,20060602 0248,1340,30
170,234,20060602 0252,546,23
106,3,20060602 0254,1370,24
279,198,20060602 0258,1173,20
257,27,20060602 0300,747,30
244,70,20060602 0303,1789,1
123,317,20060602 0304,1267,25
226,168,20060602 0311,959,30
93,134,20060602 0313,1179,29
358,103,20060602 0315,785,30
256,1,20060602 0319,1223,20
204,291,20060602 0320,860,13
66,198,20060602 0324,1406,28
317,30,20060602 0324,1011,30
294,30,20060602 0329,1517,22
274,370,20060602 0332,995,10
158,174,20060602 0333,1299,19
200,5,20060602 0342,1678,29
327,42,20060602 0343,390,25
172,232,20060602 0349,1171,29
284,260,20060602 0354,1121,22
37,152,20060602 0400,678,17
257,27,20060602 0408,634,30
176,148,20060602 0410,205,18
13,250,20060602 0422,915,13
3,200,20060602 0430,1755,30
328,142,20060602 0432,851,30
126,213,20060602 0435,762,8
254,136,20060602 0448,1127,29
43,127,20060602 0449,1175,15
337,18,20060602 0452,1126,28
246,16,20060602 0459,1104,17
158,65,20060602 0501,1078,22
292,376,20060602 0503,876,13
152,329,20060602 0530,994,11
256,134,20060602 0545,975,20
69,2,20060602 0549,1117,17
99,56,20060602 0558,1268,28
311,37,20060602 0625,914,25
323,68,20060602 0638,830,10
348,5,20060602 0647,1158,23
295,329,20060602 0705,752,30
42,0,20060602 0720,692,13
156,101,20060602 0722,1236,20
116,1,20060602 0734,1591,30
368,197,20060602 0740,919,11
69,2,20060602 0742,1151,17
378,0,20060602 0746,277,30
212,103,20060602 0747,761,28
353,89,20060602 0748,805,11
381,199,20060602 0757,987,29
20,151,20060602 0802,1246,30
219,146,20060602 0803,806,1
363,134,20060602 0803,1362,29
373,41,20060602 0804,1741,11
197,1,20060602 0805,1334,29
155,5,20060602 0808,817,11
352,3,20060602 0808,900,29
371,60,20060602 0809,1079,22
9,52,20060602 0810,1403,25
312,38,20060602 0810,1246,29
13,374,20060602 0811,1445,13
99,1,20060602 0811,1199,28
106,3,20060602 0811,681,24
135,12,20060602 0816,1038,29
145,1,20060602 0816,1248,29
20,376,20060602 0817,1295,30
383,5,20060602 0818,1378,10
139,3,20060602 0819,1382,24
9,251,20060602 0821,1455,25
70,244,20060602 0821,1074,20
89,91,20060602 0821,1411,11
249,138,20060602 0823,859,28
163,348,20060602 0825,1198,22
262,19,20060602 0825,1335,14
111,130,20060602 0826,1292,29
231,47,20060602 0826,1013,29
48,2,20060602 0827,1124,28
125,94,20060602 0828,929,29
375,333,20060602 0828,1224,29
85,156,20060602 0829,994,30
61,154,20060602 0831,975,28
254,6,20060602 0831,386,11
278,1,20060602 0831,1054,23
14,25,20060602 0832,1485,18
344,61,20060602 0832,1301,27
387,69,20060602 0832,809,28
352,32,20060602 0833,589,29
159,7,20060602 0835,610,11
334,302,20060602 0835,856,11
113,364,20060602 0836,326,30
18,142,20060602 0838,1483,20
125,27,20060602 0838,1488,29
281,137,20060602 0838,665,28
236,13,20060602 0839,812,1
58,186,20060602 0840,575,23
274,370,20060602 0840,879,10
204,90,20060602 0841,1205,13
15,297,20060602 0845,1037,7
200,3,20060602 0848,1041,29
265,24,20060602 0848,1145,29
269,41,20060602 0849,987,6
293,305,20060602 0850,872,22
322,146,20060602 0850,917,30
119,271,20060602 0851,1294,20
136,60,20060602 0852,952,10
335,14,20060602 0852,1289,10
379,364,20060602 0852,1120,24
319,225,20060602 0853,1043,11
315,361,20060602 0859,1120,28
368,196,20060602 0859,853,11
83,61,20060602 0900,677,30
102,15,20060602 0902,1384,13
112,132,20060602 0902,1125,18
333,41,20060602 0905,1226,8
207,268,20060602 0906,670,30
307,84,20060602 0907,1422,7
24,260,20060602 0908,1320,30
25,71,20060602 0908,1193,29
323,367,20060602 0908,824,10
136,344,20060602 0909,1137,10
387,267,20060602 0909,1021,28
12,216,20060602 0910,1266,11
119,259,20060602 0911,1138,20
7,253,20060602 0914,1360,29
199,394,20060602 0915,1265,14
312,38,20060602 0915,943,29
85,156,20060602 0916,770,30
230,8,20060602 0916,533,28
319,225,20060602 0916,598,11
322,146,20060602 0916,1045,30
205,345,20060602 0918,869,28
119,271,20060602 0921,925,20
171,51,20060602 0921,868,27
84,2,20060602 0925,1438,28
90,189,20060602 0925,1331,30
290,92,20060602 0925,1723,18
132,20,20060602 0926,1344,22
260,284,20060602 0926,1062,28
324,120,20060602 0927,1373,22
319,222,20060602 0928,308,11
63,1,20060602 0929,873,11
372,89,20060602 0929,550,27
79,21,20060602 0930,1719,11
386,247,20060602 0930,739,11
89,1,20060602 0932,982,11
244,70,20060602 0932,1047,1
292,96,20060602 0932,1663,13
274,172,20060602 0933,1110,10
285,77,20060602 0934,796,30
50,0,20060602 0939,943,28
308,198,20060602 0939,862,29
197,1,20060602 0941,884,29
174,44,20060602 0943,1059,30
177,70,20060602 0943,820,12
186,58,20060602 0943,1300,22
65,32,20060602 0947,1154,29
164,55,20060602 0947,1249,30
161,235,20060602 0948,1081,30
186,58,20060602 0949,913,22
364,379,20060602 0949,1335,24
248,7,20060602 0950,1055,16
113,5,20060602 0952,978,30
304,23,20060602 0952,951,29
399,3,20060602 0954,1046,24
63,1,20060602 0956,1374,11
129,217,20060602 0956,1060,28
175,395,20060602 0958,858,30
355,14,20060602 0958,968,28
0,145,20060602 0959,1021,7
119,92,20060602 0959,900,20
286,92,20060602 1001,1484,11
54,264,20060602 1003,1520,29
387,69,20060602 1003,757,28
27,125,20060602 1004,1233,25
305,350,20060602 1006,1319,6
171,95,20060602 1007,1091,27
24,47,20060602 1008,826,30
366,30,20060602 1008,805,7
324,120,20060602 1012,823,22
287,213,20060602 1014,1127,11
30,75,20060602 1016,1148,18
136,60,20060602 1016,575,10
230,8,20060602 1017,1203,28
107,5,20060602 1018,1264,28
48,0,20060602 1020,993,28
65,32,20060602 1022,1681,29
187,51,20060602 1025,924,30
386,247,20060602 1025,1088,11
391,211,20060602 1025,1230,30
278,1,20060602 1026,1291,23
308,175,20060602 1028,930,29
365,62,20060602 1028,1026,21
220,277,20060602 1030,730,24
48,0,20060602 1031,1109,28
164,55,20060602 1034,681,30
265,24,20060602 1035,688,29
5,194,20060602 1036,1364,30
89,14,20060602 1036,1118,11
118,359,20060602 1037,1369,30
188,70,20060602 1037,1256,29
261,247,20060602 1038,1564,11
255,87,20060602 1040,795,28
327,42,20060602 1040,1298,25
344,61,20060602 1042,960,27
38,1,20060602 1043,1170,1
95,7,20060602 1043,1056,27
203,165,20060602 1044,577,20
37,3,20060602 1049,591,17
212,103,20060602 1049,857,28
265,32,20060602 1049,977,29
21,47,20060602 1050,1050,29
355,0,20060602 1052,1012,28
217,296,20060602 1054,187,6
81,41,20060602 1055,915,10
271,279,20060602 1056,1569,13
285,8,20060602 1056,1339,30
264,229,20060602 1058,935,27
70,133,20060602 1101,1143,20
80,1,20060602 1102,1325,11
81,142,20060602 1102,382,10
230,8,20060602 1103,1326,28
181,15,20060602 1104,1284,12
399,90,20060602 1104,1570,24
68,100,20060602 1105,1143,28
201,5,20060602 1105,1006,11
8,45,20060602 1106,856,11
285,8,20060602 1106,1046,30
73,41,20060602 1107,644,21
373,61,20060602 1107,425,11
7,253,20060602 1108,1090,29
172,274,20060602 1108,1237,29
359,118,20060602 1108,733,21
18,142,20060602 1113,1201,20
183,4,20060602 1113,1229,1
92,377,20060602 1115,1009,30
352,3,20060602 1117,1042,29
364,113,20060602 1117,664,24
181,15,20060602 1119,1123,15
125,94,20060602 1120,1142,29
166,154,20060602 1121,653,11
129,217,20060602 1123,885,28
148,11,20060602 1125,1586,28
293,51,20060602 1126,1480,22
185,229,20060602 1127,713,29
173,40,20060602 1128,1337,28
333,109,20060602 1128,1347,8
73,37,20060602 1129,1126,21
162,190,20060602 1129,1322,30
398,204,20060602 1130,1059,28
362,1,20060602 1132,744,28
39,14,20060602 1133,650,10
21,79,20060602 1134,1113,29
114,87,20060602 1137,1245,30
347,113,20060602 1137,456,22
17,11,20060602 1138,1122,23
11,10,20060602 1139,901,30
331,78,20060602 1139,1060,11
283,131,20060602 1140,735,11
25,354,20060602 1142,1321,28
359,118,20060602 1142,667,21
342,1,20060602 1143,1119,29
187,51,20060602 1144,710,30
249,18,20060602 1144,899,28
327,112,20060602 1144,1257,25
12,46,20060602 1145,1009,29
382,350,20060602 1146,1199,12
102,305,20060602 1147,1011,13
137,281,20060602 1153,1590,29
172,375,20060602 1153,1408,29
205,345,20060602 1155,1305,29
39,14,20060602 1157,628,10
123,19,20060602 1158,1173,25
381,12,20060602 1200,1094,29
182,38,20060602 1201,879,29
160,6,20060602 1205,574,22
259,148,20060602 1205,829,30
126,42,20060602 1208,1380,8
201,5,20060602 1208,786,11
379,317,20060602 1209,1398,24
177,75,20060602 1210,679,22
281,137,20060602 1210,960,28
350,19,20060602 1211,1274,24
1,145,20060602 1214,836,11
104,11,20060602 1214,1315,26
286,137,20060602 1214,1156,11
367,323,20060602 1215,1362,29
372,89,20060602 1215,1203,22
35,225,20060602 1218,1124,15
135,0,20060602 1219,1580,29
71,224,20060602 1220,823,28
139,75,20060602 1220,1041,24
134,1,20060602 1222,983,27
340,14,20060602 1223,1365,11
17,35,20060602 1224,697,23
245,1,20060602 1224,997,22
89,353,20060602 1226,1648,11
2,390,20060602 1227,695,29
111,41,20060602 1227,1133,29
259,148,20060602 1228,1559,30
366,30,20060602 1228,1060,7
8,121,20060602 1229,666,29
117,110,20060602 1231,985,11
314,250,20060602 1231,1101,17
239,278,20060602 1233,961,18
66,153,20060602 1234,1276,29
220,5,20060602 1235,1085,24
151,20,20060602 1236,489,1
270,2,20060602 1237,660,15
9,16,20060602 1239,595,25
114,87,20060602 1239,665,1
391,211,20060602 1240,796,30
345,205,20060602 1242,1094,1
227,296,20060602 1243,1237,29
42,126,20060602 1244,1266,13
82,71,20060602 1244,733,15
246,5,20060602 1245,869,17
259,148,20060602 1245,695,30
66,20,20060602 1246,921,28
239,5,20060602 1247,891,18
303,131,20060602 1249,1206,26
304,4,20060602 1249,917,29
231,267,20060602 1251,833,28
380,120,20060602 1251,1398,29
386,247,20060602 1251,1002,11
103,358,20060602 1252,1028,18
200,2,20060602 1252,776,29
310,61,20060602 1253,869,28
342,158,20060602 1254,896,11
348,163,20060602 1254,1221,23
78,331,20060602 1255,1244,16
370,49,20060602 1256,7,1
47,167,20060602 1257,652,28
172,232,20060602 1258,1473,29
135,12,20060602 1259,1148,28
259,148,20060602 1300,768,30
159,7,20060602 1301,1204,11
270,170,20060602 1302,874,15
164,55,20060602 1304,1728,30
169,79,20060602 1308,968,28
195,172,20060602 1308,903,11
27,3,20060602 1309,1093,25
375,333,20060602 1310,1364,11
242,46,20060602 1311,1129,29
39,14,20060602 1312,811,10
270,2,20060602 1312,1169,15
106,3,20060602 1313,981,24
296,227,20060602 1313,1044,11
160,205,20060602 1314,1555,22
38,351,20060602 1315,471,1
375,172,20060602 1315,966,29
177,75,20060602 1316,1670,22
281,1,20060602 1317,1069,28
333,41,20060602 1317,806,8
329,152,20060602 1318,1491,11
20,66,20060602 1319,961,30
153,1,20060602 1319,1073,10
38,351,20060602 1320,556,1
188,70,20060602 1320,1459,29
348,163,20060602 1321,1272,20
17,214,20060602 1322,1011,23
66,187,20060602 1322,503,28
106,3,20060602 1322,834,24
132,258,20060602 1322,2025,22
244,70,20060602 1322,1369,1
342,158,20060602 1322,1041,11
5,200,20060602 1323,1261,30
0,1,20060602 1324,1095,7
197,4,20060602 1324,1001,28
311,1,20060602 1324,1195,25
4,304,20060602 1326,919,29
13,282,20060602 1326,1028,13
92,231,20060602 1326,1350,30
380,120,20060602 1327,473,11
224,34,20060602 1328,1293,24
84,33,20060602 1329,993,11
8,230,20060602 1330,1343,29
290,92,20060602 1331,808,18
168,226,20060602 1333,1022,22
204,398,20060602 1334,1496,13
304,23,20060602 1334,817,29
284,2,20060602 1336,1558,22
289,2,20060602 1336,1734,7
163,348,20060602 1337,1024,22
123,212,20060602 1339,826,25
29,58,20060602 1340,567,25
100,23,20060602 1340,1264,30
257,27,20060602 1340,1455,8
211,97,20060602 1343,1493,15
313,162,20060602 1343,625,28
338,158,20060602 1345,1367,15
82,103,20060602 1347,947,15
267,5,20060602 1347,1473,4
255,87,20060602 1353,1552,28
358,103,20060602 1354,1438,30
83,4,20060602 1355,1385,30
393,202,20060602 1355,1152,11
206,7,20060602 1357,1582,21
264,54,20060602 1358,1675,29
313,162,20060602 1359,567,28
23,241,20060602 1400,1035,11
234,218,20060602 1400,1215,11
143,52,20060602 1401,1492,28
212,103,20060602 1401,1298,28
395,48,20060602 1402,800,11
144,23,20060602 1403,861,16
211,15,20060602 1403,1179,15
138,249,20060602 1405,1369,10
27,125,20060602 1406,1141,25
32,57,20060602 1406,1019,29
72,172,20060602 1406,1061,17
176,148,20060602 1406,783,18
186,115,20060602 1406,1361,22
224,71,20060602 1406,1155,24
184,5,20060602 1407,1185,13
260,299,20060602 1408,1341,29
335,65,20060602 1410,1356,10
170,270,20060602 1411,583,23
96,13,20060602 1412,939,6
378,0,20060602 1412,695,30
247,261,20060602 1413,718,22
77,69,20060602 1414,1056,11
180,5,20060602 1414,1362,10
189,361,20060602 1415,1179,11
333,109,20060602 1415,1226,8
32,265,20060602 1416,1317,11
139,3,20060602 1416,1559,24
363,42,20060602 1417,1767,29
315,361,20060602 1423,1143,28
19,20,20060602 1424,489,30
134,331,20060602 1426,1089,27
234,218,20060602 1426,899,11
98,78,20060602 1427,1429,1
116,1,20060602 1427,954,30
134,93,20060602 1428,1196,27
247,239,20060602 1429,351,22
99,56,20060602 1431,580,28
311,37,20060602 1431,1183,25
103,358,20060602 1432,834,18
67,150,20060602 1433,1006,16
358,30,20060602 1436,1693,30
293,305,20060602 1439,1093,22
372,89,20060602 1441,982,27
248,0,20060602 1444,1538,16
67,41,20060602 1445,942,16
375,172,20060602 1445,1157,29
17,155,20060602 1446,1166,20
114,87,20060602 1446,720,1
189,361,20060602 1446,1104,11
245,195,20060602 1446,636,22
87,103,20060602 1447,1150,11
322,1,20060602 1447,1748,30
182,38,20060602 1448,1179,29
122,23,20060602 1449,846,24
151,20,20060602 1449,1148,6
236,13,20060602 1450,793,1
128,14,20060602 1452,1710,11
393,61,20060602 1454,1738,11
355,0,20060602 1456,1280,28
373,61,20060602 1456,1504,29
166,16,20060602 1457,796,11
208,192,20060602 1458,897,17
203,42,20060602 1459,1042,20
13,96,20060602 1500,1322,13
238,7,20060602 1500,816,29
276,1,20060602 1500,1828,29
334,302,20060602 1501,1301,11
64,32,20060602 1502,1767,29
166,154,20060602 1502,964,29
65,158,20060602 1503,1610,29
223,160,20060602 1503,726,30
285,8,20060602 1504,832,30
170,190,20060602 1505,934,23
201,5,20060602 1505,1091,11
30,294,20060602 1506,842,18
285,8,20060602 1506,820,30
381,12,20060602 1508,1540,29
386,179,20060602 1509,820,11
100,68,20060602 1510,982,30
31,396,20060602 1511,1403,30
213,118,20060602 1511,1162,25
308,175,20060602 1511,1087,29
374,157,20060602 1512,675,13
180,93,20060602 1514,1255,10
28,5,20060602 1518,748,22
398,15,20060602 1518,660,11
58,38,20060602 1521,1031,23
242,46,20060602 1521,570,11
286,137,20060602 1521,1172,11
351,38,20060602 1521,1497,28
290,92,20060602 1523,1331,18
7,248,20060602 1524,976,29
146,243,20060602 1524,495,1
244,1,20060602 1525,1358,1
242,46,20060602 1526,1377,11
209,238,20060602 1528,652,28
379,364,20060602 1529,1180,24
108,13,20060602 1531,1085,28
207,162,20060602 1531,1142,30
255,10,20060602 1531,1206,28
302,109,20060602 1531,1361,11
154,61,20060602 1532,875,13
200,1,20060602 1532,1367,29
93,62,20060602 1533,1120,29
182,38,20060602 1534,631,27
25,5,20060602 1535,1093,28
365,62,20060602 1535,1316,21
67,150,20060602 1536,645,16
303,13,20060602 1536,686,26
121,21,20060602 1537,1558,28
192,151,20060602 1537,1598,11
148,259,20060602 1538,1013,11
